Kecamatan,Tanggal,Curah Hujan,Debit Air,Muka Air,Tinggi Banjir,Banjir Ya/Tidak
Rancaekek,2021-12-24,-,7.1,0.11,0.1,1
Dayeuhkolot,2021-12-24,14.5,94.26,5.62,0.1,1
Cisondari,2021-12-25,"24,5","39,01","0,87",-,0
Dayeuhkolot,2021-12-25,2,88.1,5.44,-,0
Cisondari,2021-12-26,1,"40,98","0,9",-,0
Dayeuhkolot,2021-12-26,-,86.95,5.4,-,0
Cisondari,2021-12-27,"2,5","38,64","0,86",-,0
Dayeuhkolot,2021-12-27,2.5,72.18,4.88,-,0
Cisondari,2021-12-28,"2,5","41,6","0,91",-,0
Dayeuhkolot,2021-12-28,-,70.61,4.83,-,0
Cisondari,2021-12-29,"18,5","62,37","1,18",-,0
Dayeuhkolot,2021-12-29,4.5,74.21,4.96,-,0
Cisondari,2021-12-30,2,"51,73","1,03",-,0
Dayeuhkolot,2021-12-30,-,81.18,5.21,-,0
Cisondari,2021-12-31,-,"35,13","0,81",-,0
Dayeuhkolot,2021-12-31,6,75.08,4.99,-,0
Cisondari,2022-01-01,-,"30,49","0,73",-,0
Dayeuhkolot,2022-01-01,-,74.31,4.58,-,0
Cisondari,2022-01-02,-,"27,46","0,67",-,0
Dayeuhkolot,2022-01-02,-,64.27,4.2,-,0
Cisondari,2022-01-03,-,"24,99","0,62",-,0
Dayeuhkolot,2022-01-03,-,59.11,4,-,0
Cisondari,2022-01-04,-,"23,02","0,58",-,0
Dayeuhkolot,2022-01-04,-,56.39,3.88,-,0
Cisondari,2022-01-05,-,"21,21","0,54",-,0
Dayeuhkolot,2022-01-05,2.5,54.97,3.82,-,0
Cisondari,2022-01-06,-,"21,58","0,55",-,0
Dayeuhkolot,2022-01-06,35,65.33,4.26,-,0
Cileunyi,2022-01-07,17,9.44,1.13,-,0
Dayeuhkolot,2022-01-07,11,70.3,4.44,-,0
Cisondari,2022-01-08,0,"33,25","0,79",-,0
Dayeuhkolot,2022-01-08,-,85.1,4.96,-,0
Cisondari,2022-01-09,28,"43,6","0,97",-,0
Dayeuhkolot,2022-01-09,49.5,75.26,4.62,-,0
Cisondari,2022-01-10,9,"47,36","1,02",-,0
Dayeuhkolot,2022-01-10,4,66.85,4.3,-,0
Cisondari,2022-01-11,33,"51,4","1,08",-,0
Dayeuhkolot,2022-01-11,9.5,63.75,4.19,-,0
Cisondari,2022-01-12,"3,5","47,23","1,02",-,0
Dayeuhkolot,2022-01-12,-,65.83,4.27,-,0
Cisondari,2022-01-13,2,"36,42","0,85",-,0
Dayeuhkolot,2022-01-13,-,61.73,4.1,-,0
Cisondari,2022-01-14,"6,5","29,45","0,74",-,0
Dayeuhkolot,2022-01-14,5,59.86,4.03,-,0
Cisondari,2022-01-15,"33,5","33,8","0,81",-,0
Dayeuhkolot,2022-01-15,2,63.36,4.17,-,0
Cisondari,2022-01-16,-,"44,01","0,99",-,0
Dayeuhkolot,2022-01-16,-,62.39,4.13,-,0
Cisondari,2022-01-17,5,"39,66","0,92",-,0
Dayeuhkolot,2022-01-17,-,57.57,3.93,-,0
Cisondari,2022-01-18,14,"33,29","0,81",-,0
Dayeuhkolot,2022-01-18,-,65.25,4.25,-,0
Cisondari,2022-01-19,5,"34,05","0,83",-,0
Dayeuhkolot,2022-01-19,1,62.03,4.12,-,0
Cisondari,2022-01-20,0,"36,5","0,87",-,0
Dayeuhkolot,2022-01-20,0,61.43,4.09,-,0
Cisondari,2022-01-21,4,"30,59","0,77",-,0
Dayeuhkolot,2022-01-21,-,55.08,3.82,-,0
Cisondari,2022-01-22,"3,5","35,37","0,85",-,0
Dayeuhkolot,2022-01-22,0,53.12,3.74,-,0
Cisondari,2022-01-23,-,"38,6","0,91",-,0
Dayeuhkolot,2022-01-23,-,51.66,3.67,-,0
Cisondari,2022-01-24,-,"33,37","0,83",-,0
Dayeuhkolot,2022-01-24,22,54.36,3.8,-,0
Cisondari,2022-01-25,-,"29,79","0,76",-,0
Dayeuhkolot,2022-01-25,-,53.87,3.77,-,0
Cisondari,2022-01-26,-,"26,18","0,69",-,0
Dayeuhkolot,2022-01-26,-,54.33,3.79,-,0
Cisondari,2022-01-27,-,"22,87","0,62",-,0
Dayeuhkolot,2022-01-27,-,52.85,3.73,-,0
Cisondari,2022-01-28,-,"19,97","0,56",-,0
Dayeuhkolot,2022-01-28,-,76.5,4.58,-,0
Cisondari,2022-01-29,-,"17,77","0,5",-,0
Dayeuhkolot,2022-01-29,-,53.92,3.69,-,0
Cisondari,2022-01-30,11,"24,66","0,65",-,0
Dayeuhkolot,2022-01-30,1.5,47.46,3.48,-,0
Cisondari,2022-01-31,-,"35,21","0,87",-,0
Dayeuhkolot,2022-01-31,4,53.96,3.78,-,0
Cisondari,2022-02-01,41,"32,68","0,83",-,0
Dayeuhkolot,2022-02-01,-,56.65,3.9,-,0
Cisondari,2022-02-02,-,"36,5","0,89",-,0
Dayeuhkolot,2022-02-02,0,61,4.08,-,0
Cisondari,2022-02-03,2,"37,04","0,91",-,0
Dayeuhkolot,2022-02-03,15,63.6,4.18,-,0
Cisondari,2022-02-04,22,"36,12","0,9",-,0
Dayeuhkolot,2022-02-04,5,67.2,4.33,-,0
Cisondari,2022-02-05,"7,5","35,71","0,89",-,0
Dayeuhkolot,2022-02-05,6.5,70.5,4.45,-,0
Cisondari,2022-02-06,-,"28,43","0,76",-,0
Dayeuhkolot,2022-02-06,1.5,64.18,4.2,-,0
Cisondari,2022-02-07,-,"31,58","0,82",-,0
Dayeuhkolot,2022-02-07,2,59.89,4.03,-,0
Cisondari,2022-02-08,-,"33,6","0,86",-,0
Dayeuhkolot,2022-02-08,-,58.49,3.97,-,0
Cisondari,2022-02-09,-,"39,25","0,95",-,0
Dayeuhkolot,2022-02-09,23.5,57.68,3.94,-,0
Cisondari,2022-02-10,-,"27,08","0,65",-,0
Dayeuhkolot,2022-02-10,-,73.83,4.58,-,0
Cisondari,2022-02-11,-,"24,74","0,7",-,0
Dayeuhkolot,2022-02-11,0,59.83,4.02,-,0
Cisondari,2022-02-12,-,"22,69","0,65",-,0
Dayeuhkolot,2022-02-12,-,54.8,3.81,-,0
Cisondari,2022-02-13,-,"25,18","0,7",-,0
Dayeuhkolot,2022-02-13,-,53.16,3.74,-,0
Cisondari,2022-02-14,57,"35,97","0,92",-,0
Dayeuhkolot,2022-02-14,43,55.23,3.84,-,0
Cisondari,2022-02-15,0,"36,64","0,93",-,0
Dayeuhkolot,2022-02-15,-,68.69,4.38,-,0
Pasirjambu,2022-02-16,32,39.14,0.97,0.1,1
Dayeuhkolot,2022-02-16,37,62.31,4.13,0.1,1
Cisondari,2022-02-17,34,"39,89","0,98",-,0
Dayeuhkolot,2022-02-17,4,74.57,4.6,-,0
Cisondari,2022-02-18,4,"37,77","0,95",-,0
Dayeuhkolot,2022-02-18,3.5,84.18,4.94,-,0
Cisondari,2022-02-19,42,"42,04","1,02",-,0
Dayeuhkolot,2022-02-19,12.5,80.78,4.81,-,0
Cisondari,2022-02-20,3,"34,64","0,89",-,0
Dayeuhkolot,2022-02-20,0,69.56,4.4,-,0
Cisondari,2022-02-21,2,"37,07","0,94",-,0
Dayeuhkolot,2022-02-21,3,65.2,4.24,-,0
Cisondari,2022-02-22,-,"36,57","0,93",-,0
Dayeuhkolot,2022-02-22,-,61.29,4.09,-,0
Cisondari,2022-02-23,"1,5","29,78","0,82",-,0
Dayeuhkolot,2022-02-23,-,58.69,3.98,-,0
Cisondari,2022-02-24,-,"30,32","0,83",-,0
Dayeuhkolot,2022-02-24,-,57.88,3.95,-,0
Cisondari,2022-02-25,-,"31,68","0,86",-,0
Dayeuhkolot,2022-02-25,-,54.4,3.8,-,0
Cisondari,2022-02-26,-,"26,81","0,77",-,0
Dayeuhkolot,2022-02-26,0,53.88,3.77,-,0
Cisondari,2022-02-27,26,"23,19","0,69",-,0
Dayeuhkolot,2022-02-27,-,55.05,3.83,-,0
Cisondari,2022-02-28,-,"20,56","0,63",-,0
Dayeuhkolot,2022-02-28,0,54.44,3.8,-,0
Cisondari,2022-03-01,-,"18,71","0,59",-,0
Dayeuhkolot,2022-03-01,-,53.41,3.75,-,0
Cisondari,2022-03-02,-,"17,14","0,55",-,0
Dayeuhkolot,2022-03-02,-,51.98,3.69,-,0
Cisondari,2022-03-03,22,"20,78","0,63",-,0
Dayeuhkolot,2022-03-03,-,50.26,3.61,-,0
Cisondari,2022-03-04,3,"26,68","0,77",-,0
Dayeuhkolot,2022-03-04,9,50.2,3.61,-,0
Cisondari,2022-03-05,4,"23,84","0,72",-,0
Dayeuhkolot,2022-03-05,37.5,55.6,3.85,-,0
Cisondari,2022-03-06,3,"25,54","0,76",-,0
Dayeuhkolot,2022-03-06,8.5,67.09,4.32,-,0
Solokanjeruk,2022-03-07,18,6.18,1.9,"0,3",1
Dayeuhkolot,2022-03-07,9.5,69.68,4.42,"0,3",1
Cisondari,2022-03-08,1,"25,5","0,76",-,0
Dayeuhkolot,2022-03-08,15,92.7,5.23,-,0
Cisondari,2022-03-09,-,"21,96","0,68",-,0
Dayeuhkolot,2022-03-09,-,81.26,4.81,-,0
Cisondari,2022-03-10,83,"22,38","0,69",-,0
Dayeuhkolot,2022-03-10,19,73.22,4.55,-,0
Cisondari,2022-03-11,"6,5","27,02","0,8",-,0
Dayeuhkolot,2022-03-11,8.8,102.38,5.52,-,0
Pangalengan,2022-03-12,32,"25,74","0,67","0,2",1
Dayeuhkolot,2022-03-12,6,81.42,4.82,"0,2",1
Dayeuhkolot,2022-03-13,23,73.2,4.55,0.8,1
Dayeuhkolot,2022-03-14,21.5,110.08,5.69,"0,4",1
Dayeuhkolot,2022-03-15,-,138.13,6.45,-,0
Dayeuhkolot,2022-03-16,-,109.09,5.67,-,0
Dayeuhkolot,2022-03-17,-,85.77,4.96,-,0
Dayeuhkolot,2022-03-18,-,72.7,4.52,-,0
Dayeuhkolot,2022-03-19,-,75.94,4.66,-,0
Dayeuhkolot,2022-03-20,-,78.44,4.73,-,0
Dayeuhkolot,2022-03-21,-,73.48,4.55,-,0
Dayeuhkolot,2022-03-22,-,66.56,4.29,-,0
Dayeuhkolot,2022-03-23,-,49.27,3.51,-,0
Dayeuhkolot,2022-03-24,-,57.57,3.95,-,0
Dayeuhkolot,2022-03-25,-,58.1,3.96,-,0
Dayeuhkolot,2022-03-26,-,63.13,4.17,-,0
Dayeuhkolot,2022-03-27,11.5,59.45,4.01,-,0
Dayeuhkolot,2022-03-28,-,83.29,4.91,-,0
Dayeuhkolot,2022-03-29,-,83.55,4.87,-,0
Dayeuhkolot,2022-03-30,1,66.21,4.27,-,0
Dayeuhkolot,2022-03-31,15.5,64.62,4.22,-,0
Dayeuhkolot,2022-04-01,-,96.57,5.35,-,0
Dayeuhkolot,2022-04-02,5,63.79,4.13,-,0
Dayeuhkolot,2022-04-03,11.5,64.04,4.21,"0,4",1
Dayeuhkolot,2022-04-04,6,101.8,5.51,-,0
Dayeuhkolot,2022-04-05,3,98.23,5.39,-,0
Dayeuhkolot,2022-04-06,1,92.11,5.19,-,0
Rancaekek,2022-04-07,-,10.42,2.92,0.2,1
Dayeuhkolot,2022-04-07,-,87.77,5.05,0.2,1
Dayeuhkolot,2022-04-08,30,86.26,5.01,-,0
Dayeuhkolot,2022-04-09,3,82.32,4.86,-,0
Dayeuhkolot,2022-04-10,4,77.92,4.71,-,0
Dayeuhkolot,2022-04-11,7.5,81.37,4.83,-,0
Dayeuhkolot,2022-04-12,7,99.99,5.44,-,0
Dayeuhkolot,2022-04-13,10,80.82,4.8,-,0
Dayeuhkolot,2022-04-14,3.5,72.52,4.52,-,0
Dayeuhkolot,2022-04-15,106.5,71.82,4.5,"0,6",1
Dayeuhkolot,2022-04-16,3.5,117.48,5.96,1,1
Dayeuhkolot,2022-04-17,1.5,87.69,5.03,-,0
Dayeuhkolot,2022-04-18,65.5,80.26,4.79,-,0
Rancaekek,2022-04-19,86.5,24.19,2.0,0.2,1
Dayeuhkolot,2022-04-19,10,154.97,6.9,0.2,1
Dayeuhkolot,2022-04-20,0,141.88,6.57,-,0
Dayeuhkolot,2022-04-21,0,124.09,6.11,"0,5",1
Dayeuhkolot,2022-04-22,0.5,114.17,5.85,"0,6",1
Dayeuhkolot,2022-04-23,42,117.58,5.92,"0,7",1
Dayeuhkolot,2022-04-24,27,165.93,7.14,-,0
Dayeuhkolot,2022-04-25,3.5,124.97,6.12,-,0
Dayeuhkolot,2022-04-26,-,116.98,5.92,-,0
Dayeuhkolot,2022-04-27,-,97.69,5.36,-,0
Dayeuhkolot,2022-04-28,0,88.13,5.06,-,0
Dayeuhkolot,2022-04-29,10.5,74.1,4.57,-,0
Dayeuhkolot,2022-04-30,41,71.57,4.49,-,0
Dayeuhkolot,2022-05-01,15.5,88.29,5.07,-,0
Margaasih,2022-05-02,29,"21,2","0,61",1,1
Dayeuhkolot,2022-05-02,14.5,83.03,4.89,1,1
Cipaku,2022-05-03,-,12.18,2.47,-,0
Dayeuhkolot,2022-05-03,-,100.79,5.46,-,0
Cipaku,2022-05-04,-,13.03,2.53,-,0
Dayeuhkolot,2022-05-04,-,74.26,4.58,-,0
Cipaku,2022-05-05,-,6.69,2,-,0
Dayeuhkolot,2022-05-05,-,72.32,4.51,-,0
Cipaku,2022-05-06,-,7.7,2.6,-,0
Dayeuhkolot,2022-05-06,7.5,66.32,4.29,-,0
Cipaku,2022-05-07,13,6.34,1.98,-,0
Dayeuhkolot,2022-05-07,11,67.93,4.36,-,0
Cipaku,2022-05-08,1,6.97,02.05,-,0
Dayeuhkolot,2022-05-08,12,84.93,4.97,-,0
Cipaku,2022-05-09,25,6.84,02.03,-,0
Dayeuhkolot,2022-05-09,12,76.08,4.64,-,0
Cipaku,2022-05-10,3,8,2.14,-,0
Dayeuhkolot,2022-05-10,-,74.8,4.59,-,0
Cipaku,2022-05-11,2,8.88,2.21,-,0
Dayeuhkolot,2022-05-11,0,80.19,4.81,-,0
Cipaku,2022-05-12,-,19.56,2.92,-,0
Dayeuhkolot,2022-05-12,-,90.16,5.14,-,0
Cipaku,2022-05-13,-,8.13,2.12,-,0
Dayeuhkolot,2022-05-13,-,77.82,4.7,-,0
Cipaku,2022-05-14,-,7.25,02.08,-,0
Dayeuhkolot,2022-05-14,0,70.99,4.47,-,0
Cipaku,2022-05-15,0.1,6.49,2,-,0
Dayeuhkolot,2022-05-15,6.5,68.43,4.37,-,0
Cipaku,2022-05-16,-,6.44,2,-,0
Dayeuhkolot,2022-05-16,5,73.34,4.56,-,0
Cipaku,2022-05-17,-,06.07,1.95,-,0
Dayeuhkolot,2022-05-17,65.5,72.76,4.54,-,0
Cipaku,2022-05-18,-,5.17,1.85,-,0
Dayeuhkolot,2022-05-18,45.5,75.82,4.64,-,0
Cipaku,2022-05-19,0,5.75,1.92,-,0
Dayeuhkolot,2022-05-19,-,69.92,4.43,-,0
Cipaku,2022-05-20,0,4.33,1.75,-,0
Dayeuhkolot,2022-05-20,0,65.19,4.24,-,0
Cipaku,2022-05-21,3,3.9,1.69,-,0
Dayeuhkolot,2022-05-21,-,62.79,4.15,-,0
Cipaku,2022-05-22,-,4.31,1.75,-,0
Dayeuhkolot,2022-05-22,-,67.11,4.32,-,0
Cipaku,2022-05-23,-,3.84,1.68,-,0
Dayeuhkolot,2022-05-23,-,62.07,4.12,-,0
Cipaku,2022-05-24,3.5,3.72,1.66,-,0
Dayeuhkolot,2022-05-24,3,60.21,4.04,-,0
Cipaku,2022-05-25,-,3.76,1.67,-,0
Dayeuhkolot,2022-05-25,19,65.5,4.26,-,0
Cipaku,2022-05-26,-,3.39,1.62,-,0
Dayeuhkolot,2022-05-26,0,61.88,4.1,-,0
Cipaku,2022-05-27,6.5,3.77,1.68,-,0
Dayeuhkolot,2022-05-27,3,59.55,4.02,-,0
Cipaku,2022-05-28,2.5,5.92,1.95,-,0
Dayeuhkolot,2022-05-28,3.5,63.14,4.17,-,0
Cipaku,2022-05-29,-,4.61,1.78,-,0
Dayeuhkolot,2022-05-29,-,63.97,4.2,-,0
Cipaku,2022-05-30,4,4.22,1.74,-,0
Dayeuhkolot,2022-05-30,-,59.9,4.03,-,0
Cipaku,2022-05-31,69,5.48,1.89,-,0
Dayeuhkolot,2022-05-31,3,62.73,4.15,-,0
Cipaku,2022-06-01,-,13.19,2.55,-,0
Dayeuhkolot,2022-06-01,-,81.48,4.81,-,0
Cipaku,2022-06-02,1.5,8.37,2.17,-,0
Dayeuhkolot,2022-06-02,57,82.92,4.9,-,0
Cipaku,2022-06-03,-,9.23,2.25,-,0
Dayeuhkolot,2022-06-03,-,83.24,4.88,-,0
Cipaku,2022-06-04,-,06.02,1.95,-,0
Dayeuhkolot,2022-06-04,1.5,65.89,4.26,-,0
Cipaku,2022-06-05,0,4.75,1.81,-,0
Dayeuhkolot,2022-06-05,33,65.61,4.26,-,0
Ciwidey,2022-06-06,52,"25,82","0,93","0,2",1
Dayeuhkolot,2022-06-06,15,81.06,4.83,"0,2",1
Cipaku,2022-06-07,-,8.23,2.17,-,0
Dayeuhkolot,2022-06-07,-,90.39,5.13,-,0
Cipaku,2022-06-08,-,5.69,1.91,-,0
Dayeuhkolot,2022-06-08,-,68.7,4.37,-,0
Cipaku,2022-06-09,7.5,4.99,1.84,-,0
Dayeuhkolot,2022-06-09,-,64.11,4.2,-,0
Cipaku,2022-06-10,-,4.86,1.82,-,0
Dayeuhkolot,2022-06-10,-,63.84,4.19,-,0
Cipaku,2022-06-11,54.5,4.16,1.73,-,0
Dayeuhkolot,2022-06-11,12,63.16,4.17,-,0
Cipaku,2022-06-12,1,5.97,1.95,-,0
Dayeuhkolot,2022-06-12,18,79.39,4.78,-,0
Cipaku,2022-06-13,10.5,5.9,1.94,-,0
Dayeuhkolot,2022-06-13,5.5,71.29,4.46,-,0
Ciwidey,2022-06-14,"6,5","13,58","0,64","0,2",1
Dayeuhkolot,2022-06-14,-,64.99,4.23,"0,2",1
Kertasari,2022-06-15,15,8.16,1.32,-,0
Dayeuhkolot,2022-06-15,13,63.14,4.17,-,0
Kertasari,2022-06-16,-,12.25,1.26,-,0
Dayeuhkolot,2022-06-16,3,64.96,4.24,-,0
Kertasari,2022-06-17,1,9.6,1.56,-,0
Dayeuhkolot,2022-06-17,-,64.41,4.21,-,0
Kertasari,2022-06-18,-,7.91,1.26,-,0
Dayeuhkolot,2022-06-18,1,61.65,4.1,-,0
Kertasari,2022-06-19,-,8.65,1.12,-,0
Dayeuhkolot,2022-06-19,-,64.14,4.2,-,0
Kertasari,2022-06-20,-,7.8,01.09,-,0
Dayeuhkolot,2022-06-20,0,65.72,4.27,-,0
Kertasari,2022-06-21,-,06.07,1.11,-,0
Dayeuhkolot,2022-06-21,-,62.55,4.14,-,0
Kertasari,2022-06-22,-,5.31,01.07,-,0
Dayeuhkolot,2022-06-22,-,58.41,3.97,-,0
Kertasari,2022-06-23,-,4.99,01.05,-,0
Dayeuhkolot,2022-06-23,-,57.94,3.95,-,0
Kertasari,2022-06-24,4.5,3.2,1.12,-,0
Dayeuhkolot,2022-06-24,-,58.97,3.99,-,0
Kertasari,2022-06-25,49,3.3,1.16,-,0
Dayeuhkolot,2022-06-25,0,62.1,4.12,-,0
Kertasari,2022-06-26,12,3.25,1.24,-,0
Dayeuhkolot,2022-06-26,3,62.95,4.16,-,0
Kertasari,2022-06-27,-,3.43,1.19,-,0
Dayeuhkolot,2022-06-27,20.5,73.82,4.57,-,0
Kertasari,2022-06-28,-,3.63,01.07,-,0
Dayeuhkolot,2022-06-28,-,88.89,5.09,-,0
Kertasari,2022-06-29,-,3.36,01.03,-,0
Dayeuhkolot,2022-06-29,-,66.12,4.26,-,0
Kertasari,2022-06-30,-,14.84,0.98,-,0
Dayeuhkolot,2022-06-30,-,59.28,4,-,0
Kertasari,2022-07-01,-,4.41,0.93,-,0
Dayeuhkolot,2022-07-01,-,54.75,3.81,-,0
Kertasari,2022-07-02,-,4.18,0.92,-,0
Dayeuhkolot,2022-07-02,-,51.98,3.68,-,0
Kertasari,2022-07-03,-,2.67,0.95,-,0
Dayeuhkolot,2022-07-03,-,51.49,3.67,-,0
Kertasari,2022-07-04,1,2.55,0.97,-,0
Dayeuhkolot,2022-07-04,-,51.56,3.67,-,0
Kertasari,2022-07-05,1,3.83,1.13,-,0
Dayeuhkolot,2022-07-05,0,50.82,3.64,-,0
Kertasari,2022-07-06,-,3.96,1.11,-,0
Dayeuhkolot,2022-07-06,3,57.21,3.92,-,0
Kertasari,2022-07-07,-,03.09,0.97,-,0
Dayeuhkolot,2022-07-07,-,62.28,4.13,-,0
Kertasari,2022-07-08,-,2.55,0.92,-,0
Dayeuhkolot,2022-07-08,-,55.97,3.86,-,0
Kertasari,2022-07-09,-,2.49,0.89,-,0
Dayeuhkolot,2022-07-09,-,51.77,3.67,-,0
Kertasari,2022-07-10,-,9.69,0.86,-,0
Dayeuhkolot,2022-07-10,-,51.13,3.65,-,0
Kertasari,2022-07-11,2.5,16.66,0.81,-,0
Dayeuhkolot,2022-07-11,-,49.78,3.59,-,0
Kertasari,2022-07-12,17.5,3.56,0.85,-,0
Dayeuhkolot,2022-07-12,-,49.99,3.6,-,0
Kertasari,2022-07-13,57,9.58,0.85,-,0
Dayeuhkolot,2022-07-13,5,50.49,3.62,-,0
Kertasari,2022-07-14,31,5.59,01.04,-,0
Dayeuhkolot,2022-07-14,32,57.78,3.95,-,0
Kertasari,2022-07-15,,,,,0
Dayeuhkolot,2022-07-15,32,76.2,4.66,,0
Dayeuhkolot,2022-07-16,4.5,120.79,6.05,"0,5",1
Kertasari,2022-07-17,1,8.16,1.33,-,0
Dayeuhkolot,2022-07-17,-,92.17,5.16,-,0
Kertasari,2022-07-18,-,12.25,01.09,-,0
Dayeuhkolot,2022-07-18,-,70.8,4.45,-,0
Kertasari,2022-07-19,-,9.6,01.04,-,0
Dayeuhkolot,2022-07-19,-,61.18,4.08,-,0
Kertasari,2022-07-20,-,7.91,1,-,0
Dayeuhkolot,2022-07-20,-,56.69,3.89,-,0
Kertasari,2022-07-21,-,8.65,0.91,-,0
Dayeuhkolot,2022-07-21,-,53.85,3.77,-,0
Kertasari,2022-07-22,-,7.8,0.86,-,0
Dayeuhkolot,2022-07-22,-,51.47,3.66,-,0
Kertasari,2022-07-23,-,06.07,0.79,-,0
Dayeuhkolot,2022-07-23,-,51.68,3.67,-,0
Kertasari,2022-07-24,-,5.31,0.75,-,0
Dayeuhkolot,2022-07-24,-,50.94,3.64,-,0
Kertasari,2022-07-25,-,4.99,0.71,-,0
Dayeuhkolot,2022-07-25,-,49.48,3.57,-,0
Kertasari,2022-07-26,-,3.2,0.75,-,0
Dayeuhkolot,2022-07-26,-,48.59,3.53,-,0
Kertasari,2022-07-27,-,3.3,0.82,-,0
Dayeuhkolot,2022-07-27,-,47.91,3.49,-,0
Kertasari,2022-07-28,-,3.25,0.8,-,0
Dayeuhkolot,2022-07-28,-,46.59,3.43,-,0
Kertasari,2022-07-29,-,3.43,0.81,-,0
Dayeuhkolot,2022-07-29,-,47.82,3.5,-,0
Kertasari,2022-07-30,-,3.63,0.82,-,0
Dayeuhkolot,2022-07-30,-,46.86,3.44,-,0
Kertasari,2022-07-31,-,3.36,0.81,-,0
Dayeuhkolot,2022-07-31,-,45.71,3.39,-,0
Kertasari,2022-08-01,-,14.84,0.74,-,0
Dayeuhkolot,2022-08-01,-,44.31,3.32,-,0
Kertasari,2022-08-02,-,10.61,0.7,-,0
Dayeuhkolot,2022-08-02,-,44.79,3.35,-,0
Kertasari,2022-08-03,3.5,1.58,0.71,-,0
Dayeuhkolot,2022-08-03,-,44.02,3.31,-,0
Kertasari,2022-08-04,-,0,0.77,-,0
Dayeuhkolot,2022-08-04,-,44.6,3.34,-,0
Kertasari,2022-08-05,-,0,0.75,-,0
Dayeuhkolot,2022-08-05,-,43.69,3.29,-,0
Kertasari,2022-08-06,-,0,0.72,-,0
Dayeuhkolot,2022-08-06,-,43.84,3.3,-,0
Kertasari,2022-08-07,-,0,0.71,-,0
Dayeuhkolot,2022-08-07,-,43.89,3.3,-,0
Kertasari,2022-08-08,-,0,0.7,-,0
Dayeuhkolot,2022-08-08,-,43.6,3.29,-,0
Kertasari,2022-08-09,-,0,0.63,-,0
Dayeuhkolot,2022-08-09,-,43.27,3.27,-,0
Kertasari,2022-08-10,-,0,0.66,-,0
Dayeuhkolot,2022-08-10,2,43.87,3.3,-,0
Kertasari,2022-08-11,30,0,0.67,-,0
Dayeuhkolot,2022-08-11,-,44.93,3.35,-,0
Kertasari,2022-08-12,56,0.17,0.86,-,0
Dayeuhkolot,2022-08-12,3,53.36,3.76,-,0
Kertasari,2022-08-13,36,10.1,0.92,-,0
Dayeuhkolot,2022-08-13,42,62.51,4.14,-,0
Kertasari,2022-08-14,10,9.97,01.01,-,0
Dayeuhkolot,2022-08-14,1,55.92,3.85,-,0
Kertasari,2022-08-15,-,5.75,1.16,-,0
Dayeuhkolot,2022-08-15,3,51.53,3.67,-,0
Kertasari,2022-08-16,-,7.23,01.01,-,0
Dayeuhkolot,2022-08-16,14,53.84,3.77,-,0
Kertasari,2022-08-17,-,5.94,0.9,-,0
Dayeuhkolot,2022-08-17,-,54.12,3.78,-,0
Kertasari,2022-08-18,-,5.29,0.84,-,0
Dayeuhkolot,2022-08-18,-,50.26,3.6,-,0
Kertasari,2022-08-19,-,3.69,0.88,-,0
Dayeuhkolot,2022-08-19,-,47.9,3.5,-,0
Kertasari,2022-08-20,-,2.63,0.87,-,0
Dayeuhkolot,2022-08-20,-,45.8,3.39,-,0
Kertasari,2022-08-21,-,0.12,0.82,-,0
Dayeuhkolot,2022-08-21,-,44.73,3.34,-,0
Kertasari,2022-08-22,-,0,0.82,-,0
Dayeuhkolot,2022-08-22,-,45.59,3.39,-,0
Kertasari,2022-08-23,-,0,0.77,-,0
Dayeuhkolot,2022-08-23,-,43.92,3.3,-,0
Kertasari,2022-08-24,-,0,0.74,-,0
Dayeuhkolot,2022-08-24,-,44.13,3.31,-,0
Kertasari,2022-08-25,-,0,0.7,-,0
Dayeuhkolot,2022-08-25,-,43.17,3.26,-,0
Kertasari,2022-08-26,-,0,0.7,-,0
Dayeuhkolot,2022-08-26,-,43.35,3.27,-,0
Kertasari,2022-08-27,-,0,0.7,-,0
Dayeuhkolot,2022-08-27,-,43.11,3.26,-,0
Kertasari,2022-08-28,-,0,0.7,-,0
Dayeuhkolot,2022-08-28,-,41.89,3.2,-,0
Kertasari,2022-08-29,-,0,0.65,-,0
Dayeuhkolot,2022-08-29,7,41.9,3.2,-,0
Kertasari,2022-08-30,-,0,0.62,-,0
Dayeuhkolot,2022-08-30,13,42.99,3.25,-,0
Kertasari,2022-08-31,-,0,0.6,-,0
Dayeuhkolot,2022-08-31,-,43.82,3.3,-,0
Kertasari,2022-09-01,2.5,0,0.62,-,0
Dayeuhkolot,2022-09-01,0,42.21,3.22,-,0
Kertasari,2022-09-02,6.5,0,0.6,-,0
Dayeuhkolot,2022-09-02,-,43.5,3.28,-,0
Kertasari,2022-09-03,-,0,0.6,-,0
Dayeuhkolot,2022-09-03,25.5,46.66,3.44,-,0
Kertasari,2022-09-04,3.5,0,0.62,-,0
Dayeuhkolot,2022-09-04,9,50.05,3.59,-,0
Kertasari,2022-09-05,0.5,0,0.65,-,0
Dayeuhkolot,2022-09-05,1,48.42,3.52,-,0
Kertasari,2022-09-06,1,0,0.64,-,0
Dayeuhkolot,2022-09-06,1,46.59,3.43,-,0
Kertasari,2022-09-07,44,0.54,0.68,-,0
Dayeuhkolot,2022-09-07,4.5,49.87,3.59,-,0
Kertasari,2022-09-08,3,9.75,1.33,-,0
Dayeuhkolot,2022-09-08,0.5,73.96,4.58,-,0
